GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
20007	7775138	1302727	3.002	0.503	38.914363	-77.079339
20008	7871408	33133	3.039	0.013	38.936238	-77.059981
20009	3404526	25629	1.314	0.01	38.919144	-77.037381
20010	2804363	16260	1.083	0.006	38.933366	-77.030312
20011	12622333	106750	4.874	0.041	38.952514	-77.022991
20012	5863171	67558	2.264	0.026	38.976873	-77.032609
20015	8930808	12516	3.448	0.005	38.966889	-77.058323
20016	11493912	405987	4.438	0.157	38.93693	-77.090014
20017	5724414	746	2.21	0.	38.938188	-76.992126
20018	7813169	32774	3.017	0.013	38.926576	-76.974446
20019	16230019	537698	6.266	0.208	38.891412	-76.943575
20020	11944740	342579	4.612	0.132	38.860413	-76.978933
20024	6767066	2007554	2.613	0.775	38.876122	-77.025374
20032	13610561	195978	5.255	0.076	38.833719	-77.006591
20036	862180	0	0.333	0.	38.907017	-77.041569
20037	1663896	854279	0.642	0.33	38.898889	-77.055456
20045	27766	0	0.011	0.	38.896731	-77.030798
20052	7062	0	0.003	0.	38.900126	-77.046981
20053	85365	0	0.033	0.	38.884122	-77.011224
20057	440236	0	0.17	0.	38.90912	-77.075735
20064	505997	0	0.195	0.	38.936354	-76.999167
20105	96122624	996440	37.113	0.385	38.953265	-77.602793
20106	155983325	835831	60.226	0.323	38.699346	-78.002209
20109	52713583	516401	20.353	0.199	38.793641	-77.531024
20110	32714537	219226	12.631	0.085	38.747172	-77.484536
20111	42034529	1135750	16.23	0.439	38.748968	-77.427873
20112	101236072	1362071	39.087	0.526	38.664571	-77.429326
20115	246466294	1185476	95.161	0.458	38.809947	-77.911841
20117	116011542	1293238	44.792	0.499	38.998822	-77.733937
20118	26677	0	0.01	0.	38.968339	-77.737005
20119	166023971	1103147	64.102	0.426	38.610391	-77.621615
20120	44493598	781323	17.179	0.302	38.856401	-77.476371
20121	22428447	1228933	8.66	0.474	38.811067	-77.463306
20124	55077404	1750607	21.266	0.676	38.781332	-77.391333
20129	8317295	30850	3.211	0.012	39.172099	-77.601123
20130	21462054	50240	8.287	0.019	39.039434	-77.943893
20132	214741110	1937174	82.912	0.748	39.16721	-77.72057
20135	115393095	1646416	44.554	0.636	39.086486	-77.887228
20136	37943843	669717	14.65	0.259	38.739468	-77.555635
20137	44555821	206190	17.203	0.08	38.806579	-77.722437
20139	8476252	17201	3.273	0.007	38.655682	-77.694159
20141	70525722	753046	27.23	0.291	39.11239	-77.790704
20143	19917250	205363	7.69	0.079	38.858949	-77.564996
20144	104142679	444184	40.21	0.172	38.923018	-77.946976
20147	51505928	816469	19.887	0.315	39.041947	-77.47813
20148	42137821	1606219	16.27	0.62	38.995993	-77.520774
20151	40146050	351268	15.5	0.136	38.89568	-77.446483
20152	64505251	868182	24.906	0.335	38.919473	-77.50236
20155	74755738	2408083	28.863	0.93	38.810114	-77.617789
20158	37682342	221823	14.549	0.086	39.139591	-77.658157
20164	19196560	127032	7.412	0.049	39.013299	-77.395067
20165	25418397	609511	9.814	0.235	39.057538	-77.392009
20166	45213258	561264	17.457	0.217	38.986137	-77.455694
20169	83332031	554873	32.175	0.214	38.877064	-77.647606
20170	22714111	97025	8.77	0.037	38.979842	-77.37975
20171	31324994	189466	12.095	0.073	38.923848	-77.396501
20175	161748632	1922612	62.451	0.742	39.06441	-77.603965
20176	147576957	1109094	56.98	0.428	39.184853	-77.543184
20180	110689822	618382	42.738	0.239	39.268591	-77.637636
20181	152544500	2378937	58.898	0.919	38.689126	-77.56961
20184	102653983	762307	39.635	0.294	39.000671	-77.883754
20186	166867237	976550	64.428	0.377	38.698141	-77.851425
20187	125815345	1451841	48.578	0.561	38.721847	-77.748187
20190	11671589	259457	4.506	0.1	38.959322	-77.339298
20191	21314764	447350	8.23	0.173	38.934645	-77.351702
20194	8163766	143174	3.152	0.055	38.981041	-77.340785
20197	34789189	327894	13.432	0.127	39.19521	-77.62801
20198	188690284	795592	72.854	0.307	38.884202	-77.744617
20202	18721	0	0.007	0.	38.887071	-77.02101
20204	14638	0	0.006	0.	38.885559	-77.014429
20228	83613	0	0.032	0.	38.886412	-77.030282
20230	55495	0	0.021	0.	38.893794	-77.032798
20240	31673	0	0.012	0.	38.894456	-77.042605
20245	64474	0	0.025	0.	38.89334	-77.04446
20260	46126	0	0.018	0.	38.883669	-77.025036
20307	342486	61	0.132	0.	38.975685	-77.030133
20317	1184849	5298	0.457	0.002	38.934841	-77.014387
20319	359976	276997	0.139	0.107	38.864838	-77.017003
20373	935789	1808	0.361	0.001	38.858625	-77.007865
20390	10935	0	0.004	0.	38.879019	-76.993695
20405	33011	0	0.013	0.	38.896377	-77.042588
20418	29418	0	0.011	0.	38.8928	-77.047764
20427	16368	0	0.006	0.	38.902057	-77.047558
20506	47757	0	0.018	0.	38.897071	-77.038728
20510	30810	0	0.012	0.	38.89278	-77.00689
20520	83730	0	0.032	0.	38.894759	-77.048407
20535	12919	0	0.005	0.	38.894467	-77.024844
20540	86892	0	0.034	0.	38.887929	-77.004713
20551	23513	0	0.009	0.	38.892802	-77.0458
20553	25135	0	0.01	0.	38.886946	-77.022968
20560	53607	0	0.021	0.	38.888233	-77.025919
20565	173126	0	0.067	0.	38.89063	-77.019211
20566	105615	0	0.041	0.	38.89557	-77.055127
20593	77132	0	0.03	0.	38.866713	-77.010187
20601	115640607	387684	44.649	0.15	38.613372	-76.851612
20602	35885901	297632	13.856	0.115	38.583248	-76.894703
20603	44239724	219356	17.081	0.085	38.63039	-76.976583
20606	7550891	1224073	2.915	0.473	38.263046	-76.737309
20607	54381508	442401	20.997	0.171	38.672666	-77.018549
20608	45581671	5330325	17.599	2.058	38.582405	-76.700998
20609	25801523	6526887	9.962	2.52	38.270012	-76.767747
20611	18243781	33481	7.044	0.013	38.457813	-76.975118
20612	604744	1337569	0.233	0.516	38.50506	-76.67721
20613	195760331	3774286	75.583	1.457	38.671168	-76.805304
20615	1883246	220895	0.727	0.085	38.411433	-76.548803
20616	25416318	3717652	9.813	1.435	38.661948	-77.098458
20617	16956206	14456	6.547	0.006	38.54386	-76.852511
20618	14494737	2380652	5.596	0.919	38.286438	-76.783071
20619	40585274	3657882	15.67	1.412	38.292385	-76.527783
20620	10025882	240541	3.871	0.093	38.233918	-76.528932
20621	36129699	3868062	13.95	1.493	38.32615	-76.801054
20622	96810317	1645405	37.379	0.635	38.403206	-76.938316
20623	4987632	19273	1.926	0.007	38.741615	-76.842456
20624	32598620	1010262	12.586	0.39	38.33808	-76.733499
20625	1279761	255198	0.494	0.099	38.262475	-76.847422
20626	3138581	3998127	1.212	1.544	38.231241	-76.771128
20628	17225057	14584207	6.651	5.631	38.153	-76.339859
20629	1116992	448506	0.431	0.173	38.336555	-76.45039
20630	14770224	6543212	5.703	2.526	38.164277	-76.475774
20632	19035992	424172	7.35	0.164	38.432799	-76.957993
20634	17809758	832803	6.876	0.322	38.281504	-76.524754
20636	95322850	21276913	36.804	8.215	38.352141	-76.567187
20637	80154890	3428514	30.948	1.324	38.525117	-76.755955
20639	108467930	4920694	41.88	1.9	38.601238	-76.605467
20640	107949450	18435559	41.68	7.118	38.522709	-77.254015
20645	5703031	4074979	2.202	1.573	38.294223	-76.911085
20646	213707990	1853409	82.513	0.716	38.524275	-77.00066
20650	156893193	30950560	60.577	11.95	38.268654	-76.633157
20653	84557182	8968446	32.648	3.463	38.23631	-76.432886
20657	77903250	22483510	30.079	8.681	38.379757	-76.442883
20658	7793940	14245	3.009	0.006	38.560527	-77.160594
20659	243538182	28591006	94.031	11.039	38.418667	-76.732423
20660	2357405	0	0.91	0.	38.370219	-76.706627
20662	147925772	25017481	57.114	9.659	38.428507	-77.205325
20664	106495350	14123467	41.118	5.453	38.354485	-76.925395
20667	5226234	951097	2.018	0.367	38.215237	-76.447756
20670	24421597	14642218	9.429	5.653	38.285279	-76.415708
20674	5455536	10091800	2.106	3.896	38.134797	-76.503548
20675	15647643	0	6.042	0.	38.580932	-77.022463
20676	42867831	2991717	16.551	1.155	38.493221	-76.54128
20677	39784276	5019646	15.361	1.938	38.495254	-77.036717
20678	110760283	20969252	42.765	8.096	38.52282	-76.60135
20680	16004430	4724055	6.179	1.824	38.10913	-76.385886
20684	23663996	3647049	9.137	1.408	38.136143	-76.410164
20685	57675588	23140939	22.269	8.935	38.434389	-76.528672
20686	2802370	130001	1.082	0.05	38.178004	-76.429574
20687	16037034	20293063	6.192	7.835	38.063698	-76.339689
20688	3708371	5807350	1.432	2.242	38.327236	-76.464295
20689	20159519	57159	7.784	0.022	38.662952	-76.57939
20690	4673124	1545398	1.804	0.597	38.158147	-76.534882
20692	22538582	1095399	8.702	0.423	38.174519	-76.496938
20693	52285013	13685611	20.187	5.284	38.457068	-77.089581
20695	32759671	133483	12.649	0.052	38.591492	-76.970784
20701	3429309	6563	1.324	0.003	39.125563	-76.785436
20705	41082421	261095	15.862	0.101	39.049423	-76.900362
20706	26783699	131889	10.341	0.051	38.96588	-76.851092
20707	28885910	477550	11.153	0.184	39.099167	-76.879735
20708	36138182	784565	13.953	0.303	39.048173	-76.824036
20710	2860421	6160	1.104	0.002	38.942368	-76.92591
20711	88051703	1420872	33.997	0.549	38.801059	-76.645107
20712	1889113	12394	0.729	0.005	38.942361	-76.964578
20714	6042631	4535725	2.333	1.751	38.724359	-76.557178
20715	37643192	169222	14.534	0.065	38.989393	-76.741331
20716	29888297	178419	11.54	0.069	38.926428	-76.715028
20720	28925474	203737	11.168	0.079	38.982765	-76.78584
20721	43263246	376690	16.704	0.145	38.915222	-76.785129
20722	3813417	79479	1.472	0.031	38.934557	-76.950596
20723	34018110	1096021	13.134	0.423	39.137569	-76.867942
20724	20760006	0	8.015	0.	39.101077	-76.804003
20732	26384780	6619577	10.187	2.556	38.65514	-76.542571
20733	8473342	1115843	3.272	0.431	38.805653	-76.532229
20735	67144564	283246	25.925	0.109	38.750917	-76.902669
20736	66162266	1655246	25.545	0.639	38.689075	-76.627765
20737	10717478	76041	4.138	0.029	38.964265	-76.913538
20740	20695830	158219	7.991	0.061	39.002745	-76.931721
20742	1916204	0	0.74	0.	38.989619	-76.945695
20743	25185430	7879	9.724	0.003	38.88423	-76.893317
20744	68201377	323005	26.333	0.125	38.758348	-76.983786
20745	16743866	262294	6.465	0.101	38.806888	-76.99519
20746	20393129	49001	7.874	0.019	38.836403	-76.918265
20747	19800092	5038	7.645	0.002	38.854991	-76.883313
20748	23527438	12156	9.084	0.005	38.814868	-76.933447
20751	13140850	3106780	5.074	1.2	38.794437	-76.561199
20754	43669595	2131264	16.861	0.823	38.730581	-76.647154
20755	21575763	31874	8.33	0.012	39.107783	-76.747196
20758	10435796	0	4.029	0.	38.733371	-76.593148
20759	16425669	711710	6.342	0.275	39.153977	-76.931172
20762	15260554	6924	5.892	0.003	38.809803	-76.869158
20763	3662424	4924	1.414	0.002	39.13526	-76.820437
20764	10296593	7760836	3.976	2.996	38.831938	-76.504314
20765	1209149	514844	0.467	0.199	38.841934	-76.544044
20769	19902927	268745	7.685	0.104	38.996698	-76.818647
20770	21272824	195270	8.213	0.075	39.002985	-76.879165
20772	185255028	3659969	71.527	1.413	38.780274	-76.76699
20774	89938911	485768	34.726	0.188	38.874532	-76.774182
20776	58404132	5967402	22.55	2.304	38.872325	-76.572429
20777	19568842	110664	7.556	0.043	39.174938	-76.969085
20778	20339983	1738007	7.853	0.671	38.828682	-76.572609
20779	16812291	1629513	6.491	0.629	38.7636	-76.573388
20781	6302720	206625	2.433	0.08	38.95286	-76.94629
20782	10999559	90332	4.247	0.035	38.965813	-76.966329
20783	14565334	25155	5.624	0.01	38.997067	-76.966783
20784	11030335	1897	4.259	0.001	38.950549	-76.89172
20785	25601878	43907	9.885	0.017	38.918291	-76.881948
20794	26453387	32238	10.214	0.012	39.151475	-76.794703
20812	493979	371048	0.191	0.143	38.967041	-77.143881
20814	13193941	52881	5.094	0.02	39.004839	-77.103004
20815	14068402	35093	5.432	0.014	38.983386	-77.079337
20816	9049816	1479504	3.494	0.571	38.95695	-77.120006
20817	35973981	195398	13.89	0.075	38.997279	-77.151816
20818	2639801	1122941	1.019	0.434	38.973486	-77.162389
20832	26074532	55398	10.067	0.021	39.150349	-77.078251
20833	50717315	1714127	19.582	0.662	39.207175	-77.05467
20837	110285314	7937370	42.581	3.065	39.116506	-77.407115
20838	6996666	21554	2.701	0.008	39.217805	-77.390729
20839	12689689	41061	4.9	0.016	39.188306	-77.434971
20841	67306695	2337391	25.987	0.902	39.191853	-77.327521
20842	138659219	6271342	53.537	2.421	39.199879	-77.415266
20850	36498268	194607	14.092	0.075	39.091354	-77.18228
20851	6127195	2088	2.366	0.001	39.079056	-77.121818
20852	21573341	41315	8.33	0.016	39.051995	-77.121926
20853	23423902	243714	9.044	0.094	39.101747	-77.094602
20854	87457161	7157204	33.767	2.763	39.032772	-77.22083
20855	34005810	573759	13.13	0.222	39.133184	-77.134383
20860	9856223	26973	3.806	0.01	39.142374	-77.025417
20861	9943908	18520	3.839	0.007	39.148683	-76.999096
20862	3041532	15389	1.174	0.006	39.1808	-77.017395
20866	18308467	618521	7.069	0.239	39.10928	-76.933948
20868	5193589	5002	2.005	0.002	39.126503	-76.963796
20871	53184241	138208	20.535	0.053	39.261341	-77.282547
20872	53903254	114209	20.812	0.044	39.294465	-77.216125
20874	55154305	3336889	21.295	1.288	39.133056	-77.301828
20876	30253550	122385	11.681	0.047	39.208384	-77.237182
20877	14924569	89639	5.762	0.035	39.140749	-77.19206
20878	56743636	1016907	21.909	0.393	39.112637	-77.250436
20879	19864991	103632	7.67	0.04	39.168416	-77.171506
20880	615162	0	0.238	0.	39.139726	-77.173557
20882	99941219	426640	38.588	0.165	39.239633	-77.161043
20886	12123927	235706	4.681	0.091	39.173374	-77.223178
20895	10538006	78772	4.069	0.03	39.027048	-77.07759
20896	641487	3411	0.248	0.001	39.035381	-77.092458
20899	204571	0	0.079	0.	39.143712	-77.216135
20901	13943441	70055	5.384	0.027	39.021495	-77.009779
20902	19640642	77099	7.583	0.03	39.045249	-77.039264
20903	9329135	4751	3.602	0.002	39.021433	-76.980774
20904	35467249	98898	13.694	0.038	39.066616	-76.980935
20905	33278713	554978	12.849	0.214	39.109705	-76.988329
20906	31274656	196973	12.075	0.076	39.087321	-77.057159
20910	11772250	29563	4.545	0.011	39.00286	-77.036646
20912	6920232	14036	2.672	0.005	38.981602	-77.001156
21001	77393729	4109352	29.882	1.587	39.504413	-76.201072
21005	20639446	2153028	7.969	0.831	39.493088	-76.172541
21009	29374563	2028814	11.342	0.783	39.466882	-76.29523
21010	13302290	576117	5.136	0.222	39.390932	-76.292629
21012	25279386	7074408	9.76	2.731	39.046531	-76.495549
21013	39145358	58809	15.114	0.023	39.511494	-76.490799
21014	36479814	188384	14.085	0.073	39.536084	-76.352184
21015	80110889	562545	30.931	0.217	39.544176	-76.292469
21017	7118171	6770	2.748	0.003	39.474767	-76.23442
21028	35211816	136445	13.595	0.053	39.565965	-76.249527
21029	41294157	536674	15.944	0.207	39.21356	-76.959392
21030	61580405	1246663	23.776	0.481	39.492412	-76.674443
21031	2515270	0	0.971	0.	39.487208	-76.65801
21032	45639922	4512854	17.622	1.742	39.028343	-76.604145
21034	65101480	7322046	25.136	2.827	39.640713	-76.223031
21035	73448663	465813	28.359	0.18	38.9383	-76.626588
21036	16307429	1247828	6.296	0.482	39.234644	-77.006739
21037	44711484	12083145	17.263	4.665	38.919253	-76.543492
21040	20634268	2989201	7.967	1.154	39.436496	-76.289965
21042	97084827	440182	37.485	0.17	39.277181	-76.894602
21043	44017930	185361	16.995	0.072	39.255836	-76.801491
21044	31075559	262873	11.998	0.101	39.205869	-76.87911
21045	25138573	244075	9.706	0.094	39.206042	-76.828234
21046	20186670	147317	7.794	0.057	39.173116	-76.842028
21047	60927957	170728	23.524	0.066	39.521384	-76.438786
21048	70071949	3602118	27.055	1.391	39.488125	-76.915075
21050	73582661	283808	28.41	0.11	39.585343	-76.392164
21051	1029627	1425	0.398	0.001	39.472691	-76.455841
21052	193870	175832	0.075	0.068	39.205576	-76.447067
21053	58130832	140156	22.444	0.054	39.696792	-76.714672
21054	46160189	25677	17.823	0.01	39.048017	-76.726695
21056	3564225	10181969	1.376	3.931	39.072941	-76.428558
21057	43521343	1245037	16.804	0.481	39.448749	-76.512474
21060	32421316	2713676	12.518	1.048	39.166538	-76.582956
21061	31445413	45316	12.141	0.017	39.161942	-76.629444
21071	2567958	0	0.991	0.	39.481658	-76.810955
21074	97032086	792501	37.464	0.306	39.621612	-76.839847
21075	37583033	152946	14.511	0.059	39.204096	-76.74936
21076	32641547	8282	12.603	0.003	39.168516	-76.716351
21077	1703502	0	0.658	0.	39.156136	-76.69769
21078	78150211	13869488	30.174	5.355	39.559229	-76.141248
21082	11525648	11313	4.45	0.004	39.478138	-76.473523
21084	63518788	272423	24.525	0.105	39.613561	-76.466441
21085	46411620	1159037	17.92	0.448	39.44588	-76.357015
21087	36283116	264213	14.009	0.102	39.449314	-76.41324
21090	17067382	200469	6.59	0.077	39.20848	-76.672535
21093	52358978	2201939	20.216	0.85	39.43914	-76.64095
21102	104814327	1625688	40.469	0.628	39.682834	-76.850538
21104	43981973	1909783	16.982	0.737	39.346904	-76.912757
21105	304138	0	0.117	0.	39.713946	-76.651281
21108	33849512	186376	13.069	0.072	39.090307	-76.621263
21111	90827512	490666	35.069	0.189	39.575536	-76.589691
21113	37353566	0	14.422	0.	39.053565	-76.716578
21114	14421723	0	5.568	0.	39.009641	-76.68422
21117	84233670	443963	32.523	0.171	39.427563	-76.777976
21120	109676700	3354891	42.346	1.295	39.646204	-76.674854
21122	80998740	30151414	31.274	11.642	39.120838	-76.494827
21128	17305647	14546	6.682	0.006	39.409428	-76.44746
21130	1959976	0	0.757	0.	39.47732	-76.194181
21131	57562384	3576073	22.225	1.381	39.503655	-76.58987
21132	54916959	202177	21.204	0.078	39.694699	-76.440405
21133	26333062	40957	10.167	0.016	39.374385	-76.81177
21136	145015434	4291578	55.991	1.657	39.483784	-76.794208
21140	3501078	995969	1.352	0.385	38.949202	-76.582524
21144	41498710	0	16.023	0.	39.120915	-76.677313
21146	26503472	7093956	10.233	2.739	39.079136	-76.558699
21152	59270213	208546	22.884	0.081	39.541053	-76.679893
21153	5085064	16590	1.963	0.006	39.418438	-76.700842
21154	104530780	472653	40.36	0.182	39.657449	-76.360475
21155	56667660	174624	21.88	0.067	39.573619	-76.806079
21156	3735257	1593	1.442	0.001	39.437208	-76.396486
21157	198507438	465794	76.644	0.18	39.548569	-76.983558
21158	192751585	586459	74.422	0.226	39.653737	-77.035092
21160	42831938	2329339	16.538	0.899	39.700248	-76.306544
21161	125375063	457650	48.408	0.177	39.659903	-76.56506
21162	19320524	2766756	7.46	1.068	39.390116	-76.405582
21163	32610787	481672	12.591	0.186	39.337527	-76.848247
21201	3346919	0	1.292	0.	39.294821	-76.622226
21202	4105068	331280	1.585	0.128	39.296526	-76.607016
21204	15613343	179910	6.028	0.069	39.402268	-76.632295
21205	5308777	0	2.05	0.	39.30229	-76.564482
21206	18574111	3869	7.172	0.001	39.338428	-76.538877
21207	26705614	81229	10.311	0.031	39.324167	-76.719484
21208	31911108	65741	12.321	0.025	39.381174	-76.721002
21209	18356890	101689	7.088	0.039	39.373191	-76.670003
21210	8577484	5595	3.312	0.002	39.359156	-76.632685
21211	7217868	25184	2.787	0.01	39.329817	-76.639408
21212	12022235	97316	4.642	0.038	39.368561	-76.614898
21213	8838035	1899	3.412	0.001	39.315031	-76.577429
21214	7392914	0	2.854	0.	39.351793	-76.5644
21215	17644811	10946	6.813	0.004	39.345241	-76.683566
21216	8635741	145490	3.334	0.056	39.310595	-76.671717
21217	5996502	191953	2.315	0.074	39.308473	-76.639154
21218	10835515	316361	4.184	0.122	39.330107	-76.601451
21219	21293888	10730031	8.222	4.143	39.227459	-76.443305
21220	55821393	16798404	21.553	6.486	39.34728	-76.39008
21221	38243675	16291205	14.766	6.29	39.289205	-76.43477
21222	28391641	5705216	10.962	2.203	39.26484	-76.492566
21223	6816132	48191	2.632	0.019	39.28283	-76.654
21224	24537290	8880469	9.474	3.429	39.27486	-76.542833
21225	16740497	641904	6.464	0.248	39.226117	-76.615735
21226	25718274	17454347	9.93	6.739	39.208888	-76.562926
21227	29855189	569338	11.527	0.22	39.23997	-76.67945
21228	40144065	107562	15.5	0.042	39.272857	-76.747741
21229	15228536	9461	5.88	0.004	39.284239	-76.691403
21230	16325872	5336062	6.303	2.06	39.266127	-76.623807
21231	2256185	384066	0.871	0.148	39.2872	-76.591953
21234	33625875	11024	12.983	0.004	39.393417	-76.534228
21236	22193222	27168	8.569	0.01	39.388421	-76.48355
21237	29801569	659932	11.506	0.255	39.341537	-76.49527
21239	8375709	2110	3.234	0.001	39.367099	-76.589171
21240	12552755	1056	4.847	0.	39.174291	-76.671566
21244	34753334	171975	13.418	0.066	39.334952	-76.776616
21250	634719	0	0.245	0.	39.255611	-76.711179
21251	456625	0	0.176	0.	39.344707	-76.581242
21252	371463	0	0.143	0.	39.393778	-76.60779
21286	22093157	1043626	8.53	0.403	39.411836	-76.573235
21401	51134205	5914430	19.743	2.284	38.987754	-76.552797
21402	5016157	2688827	1.937	1.038	38.986683	-76.472905
21403	23543816	12261842	9.09	4.734	38.942123	-76.489628
21405	2649937	1869836	1.023	0.722	39.027529	-76.556682
21409	36248316	11630982	13.996	4.491	39.018435	-76.442533
21502	232055197	4137398	89.597	1.597	39.643695	-78.755141
21520	158542004	0	61.213	0.	39.624739	-79.301482
21521	60100167	55190	23.205	0.021	39.551371	-79.041477
21522	6685947	0	2.581	0.	39.610243	-79.227753
21523	1828880	63933	0.706	0.025	39.481331	-79.07851
21524	8959346	0	3.459	0.	39.707625	-78.801406
21529	9382400	85949	3.623	0.033	39.703942	-78.767171
21530	146143820	439955	56.426	0.17	39.67964	-78.546122
21531	160031251	2472013	61.788	0.954	39.643031	-79.428102
21532	201553318	491001	77.82	0.19	39.649077	-78.984732
21536	257788071	251375	99.533	0.097	39.65696	-79.165566
21538	46290943	530738	17.873	0.205	39.409932	-79.22429
21539	89834927	70081	34.685	0.027	39.599142	-79.083065
21540	698919	110415	0.27	0.043	39.478153	-79.062454
21541	68144217	3219612	26.311	1.243	39.54147	-79.380323
21542	1776306	0	0.686	0.	39.596095	-78.949987
21543	3524897	868	1.361	0.	39.653797	-78.958857
21545	37235229	21106	14.377	0.008	39.704066	-78.854521
21550	526787232	6821175	203.394	2.634	39.389381	-79.390745
21555	274433096	5878349	105.959	2.27	39.575204	-78.562497
21557	69763711	1235241	26.936	0.477	39.536233	-78.92279
21561	240093351	8623575	92.701	3.33	39.491571	-79.194401
21562	75049499	491689	28.977	0.19	39.513851	-79.03938
21601	283350906	53718468	109.402	20.741	38.79365	-76.081602
21607	47398442	0	18.301	0.	39.132714	-75.854207
21610	4580875	3630901	1.769	1.402	39.367115	-76.072496
21612	14905347	16436674	5.755	6.346	38.751513	-76.275426
21613	402571308	103612354	155.434	40.005	38.502789	-76.078875
21617	283201523	23067311	109.345	8.906	39.049357	-76.044545
21619	24008139	25544797	9.27	9.863	38.942447	-76.265742
21620	302558231	43711827	116.818	16.877	39.200177	-76.097912
21622	140637912	32322447	54.301	12.48	38.414465	-76.159253
21623	97175548	1918122	37.52	0.741	39.124035	-75.966748
21624	2862470	6179574	1.105	2.386	38.844673	-76.269891
21625	108031083	1489262	41.711	0.575	38.873205	-75.996027
21626	75270418	8398918	29.062	3.243	38.341359	-76.098361
21627	3633349	525538	1.403	0.203	38.233028	-76.046336
21628	2739685	513601	1.058	0.198	39.233174	-75.922049
21629	214654170	6360180	82.878	2.456	38.858672	-75.825079
21631	67543886	10718146	26.079	4.138	38.582391	-75.938981
21632	191927343	1299829	74.104	0.502	38.731398	-75.772428
21634	12191911	20814645	4.707	8.037	38.292164	-76.199153
21635	79647642	4063542	30.752	1.569	39.334791	-75.846625
21636	57207201	157671	22.088	0.061	39.025292	-75.802806
21638	25319016	14315248	9.776	5.527	38.940201	-76.207604
21639	85024523	341759	32.828	0.132	38.958732	-75.782499
21640	71616968	185174	27.651	0.071	39.068141	-75.820948
21641	226770	12435	0.088	0.005	38.917919	-75.940213
21643	123383314	5326111	47.639	2.056	38.645582	-75.869896
21644	11140665	0	4.301	0.	39.112428	-75.873521
21645	98640928	7809407	38.085	3.015	39.315819	-75.956165
21647	8550555	1633576	3.301	0.631	38.812385	-76.283079
21648	45631388	10852818	17.618	4.19	38.485356	-76.23933
21649	44113011	24292	17.032	0.009	39.132893	-75.770684
21650	28676905	135772	11.072	0.052	39.314376	-75.817023
21651	100849435	1990939	38.938	0.769	39.256085	-75.851523
21652	1552330	2728352	0.599	1.053	38.703188	-76.274135
21653	450131	123701	0.174	0.048	38.750464	-76.179733
21654	28411695	9892903	10.97	3.82	38.688756	-76.127833
21655	137278623	8645388	53.004	3.338	38.744968	-75.912768
21657	64469263	44319	24.892	0.017	38.968741	-75.986162
21658	101982496	18612398	39.376	7.186	38.945576	-76.143257
21659	124231540	3349070	47.966	1.293	38.589881	-75.767427
21660	85688934	384415	33.085	0.148	38.95575	-75.890107
21661	83956889	56943448	32.416	21.986	39.096121	-76.219488
21662	20686122	14697511	7.987	5.675	38.710588	-76.208346
21663	31660419	17343607	12.224	6.696	38.788286	-76.228656
21664	1121667	69471	0.433	0.027	38.607081	-75.944694
21665	10578753	12869129	4.084	4.969	38.7518	-76.332597
21666	56665254	28350610	21.879	10.946	38.940139	-76.33579
21667	15242714	1468373	5.885	0.567	39.350621	-76.042108
21668	128604864	69190	49.655	0.027	39.191191	-75.853
21669	32129916	16008340	12.405	6.181	38.460081	-76.285161
21671	5472622	8925144	2.113	3.446	38.695574	-76.335128
21672	24966395	7552146	9.64	2.916	38.271699	-76.052704
21673	133831166	43105236	51.673	16.643	38.642285	-76.043492
21675	8431831	1929985	3.256	0.745	38.288979	-76.0896
21676	16266580	20862852	6.281	8.055	38.773206	-76.353189
21677	24179840	6875314	9.336	2.655	38.472182	-76.173844
21678	97313857	12588969	37.573	4.861	39.309162	-76.098793
21679	23175641	890864	8.948	0.344	38.920478	-76.094115
21701	100831739	1701262	38.931	0.657	39.443557	-77.332934
21702	104631902	282958	40.399	0.109	39.479136	-77.442989
21703	86138825	106638	33.258	0.041	39.367031	-77.473482
21704	67769738	547467	26.166	0.211	39.354881	-77.3759
21705	61289	0	0.024	0.	39.40886	-77.410008
21710	66188947	1147931	25.556	0.443	39.307996	-77.432009
21711	61783120	1768550	23.855	0.683	39.668396	-78.019569
21713	109349732	158956	42.22	0.061	39.529687	-77.675678
21714	74856	0	0.029	0.	39.419295	-77.504419
21716	8355847	1745954	3.226	0.674	39.314453	-77.620019
21717	944626	10584	0.365	0.004	39.338668	-77.43704
21718	1175758	10426	0.454	0.004	39.393497	-77.627788
21719	8705490	68393	3.361	0.026	39.707956	-77.494228
21722	153716562	3368083	59.35	1.3	39.662084	-77.919847
21723	7900647	82192	3.05	0.032	39.329107	-77.002611
21727	82865972	531563	31.995	0.205	39.68862	-77.329249
21733	15655015	0	6.044	0.	39.549303	-77.758487
21734	585227	0	0.226	0.	39.607817	-77.707835
21737	13174167	139115	5.087	0.054	39.24826	-77.027125
21738	18834943	104336	7.272	0.04	39.279844	-77.026706
21740	180891927	758494	69.843	0.293	39.631901	-77.743885
21742	130700160	73363	50.464	0.028	39.678219	-77.65272
21746	932544	0	0.36	0.	39.565064	-77.711467
21750	156367847	4205420	60.374	1.624	39.662262	-78.235975
21754	61439633	105852	23.722	0.041	39.332115	-77.316212
21755	89208785	1625709	34.444	0.628	39.359655	-77.568128
21756	54147410	28102	20.906	0.011	39.462722	-77.70403
21757	97513915	199033	37.65	0.077	39.593861	-77.258139
